0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:08 +0300] "GET /northwind/categories-list HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:08 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff2 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:08 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff2 HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:08 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff2 HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:08 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:08 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:08 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:12 +0300] "GET /northwind/category-form?categoryId=1 HTTP/1.1" 200 3476
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:12 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff2 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:12 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff2 HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:12 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:12 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:14 +0300] "POST /northwind/categories-list HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:14 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff2 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:14 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff2 HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:14 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff2 HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:14 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:14 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:14 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:26 +0300] "GET /northwind/categories-list HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:30 +0300] "GET /northwind/fonts/roboto/Roboto-Medium.woff2 HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:30 +0300] "GET /northwind/fonts/roboto/Roboto-Medium.woff HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:40 +0300] "GET /northwind/index.jsp HTTP/1.1" 200 1654
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:40 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff2 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:37:40 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:42:02 +0300] "GET /northwind/categories-list HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:42:02 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff2 HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:42:02 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff2 HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:42:02 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff2 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:42:02 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:42:02 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:42:02 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:46:14 +0300] "GET /northwind/category-form? HTTP/1.1" 200 3480
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:46:14 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff2 HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:46:14 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff2 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:46:14 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:46:14 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:35 +0300] "POST /northwind/categories-list HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:35 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff2 HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:35 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff2 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:35 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff2 HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:35 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:35 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:35 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:43 +0300] "POST /northwind/categories-list HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:43 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff2 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:43 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff2 HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:43 +0300] "GET /northwind/fonts/roboto/Roboto-Bold.woff2 HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:43 +0300] "GET /northwind/fonts/roboto/Roboto-Light.woff HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [20/Mar/2022:22:48:43 +0300] "GET /northwind/fonts/roboto/Roboto-Regular.woff HTTP/1.1" 404 805
